Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N1606,niyukti->niyukta,-,L2,0.051000000000000004,0.057
N809,jEvali->jIvalA,-,L2,0.051000000000000004,0.056
N808,jEvali->jIvala,-,L2,0.05,0.061
N807,jEvali->jEvala,-,L2,0.051000000000000004,0.057
N806,vayi->vayA,-,L2,0.05,0.056
N805,vayi->vaya,-,L2,0.05,0.056
N804,vayi->vay,L1,L2,0.05,0.056
N1775,kunti->kuntI,-,L1,0.037,0.035
N1774,kunti->kunta,-,L2,0.051000000000000004,0.056
N1777,Sazkuli->Sazkula,-,L2,0.051000000000000004,0.056
N1776,raDi->raD,-,L2,0.051000000000000004,0.057
N1771,SAKi->SAKI,-,L1,0.035,0.03
N1770,SAKi->SAKA,-,L1,0.034,0.03
N1773,akzati->akzatA,-,L2,0.05,0.056
N1772,akzati->akzata,-,L2,0.05,0.056
N1779,nirgati->nirgata,-,L2,0.051000000000000004,0.057
N1778,Sazkuli->SazkulI,-,L2,0.051000000000000004,0.056
N608,jani->janA,-,L2,0.05,0.056
N1159,prAvfti->pravft,-,L2,0.051000000000000004,0.057
N1158,prAvfti->prAvft,-,L1,0.04,0.04
N1155,aYji->aYj,-,L2,0.05,0.056
N1154,aYji->aYjI,-,L2,0.05,0.056
N1157,prAvfti->pravfta,-,L2,0.051000000000000004,0.061
N1156,prAvfti->prAvfta,-,L2,0.051000000000000004,0.058
N1151,pakzi->pakza,-,L2,0.05,0.056
N1150,kili->kila,-,L2,0.051000000000000004,0.056
N1153,pakzi->pakz,-,L2,0.05,0.056
N1152,pakzi->pakzI,-,L2,0.05,0.056
N1555,izi->iza,-,L2,0.05,0.056
N2618,upasTiti->upasTitA,-,L2,0.051000000000000004,0.058
N1554,samprApti->samprApta,-,L2,0.051000000000000004,0.058
N1551,nizidDi->nizidDa,-,L2,0.05,0.057
N1550,BEmi->BEmI,-,L1,0.033,0.029
N1553,samprati->sampratI,-,L2,0.051000000000000004,0.058
N1552,aBisaMDi->aBisaMDA,-,L2,0.051000000000000004,0.057
N59,parIti->parIta,-,L2,0.051000000000000004,0.057
N58,pratiruci->pratiruc,-,L2,0.051000000000000004,0.057
N1556,izi->izA,-,L1,0.034,0.031
N55,Akfzwi->akfzwa,-,L2,0.05,0.061
N54,Akfzwi->Akfzwa,-,L2,0.05,0.057
N57,brahmaganDi->brahmaganDa,-,L2,0.051000000000000004,0.057
N56,padmaki->padmaka,-,L2,0.037,0.368
N51,svapi->svapa,-,L2,0.051000000000000004,0.057
N50,svapi->svap,L1,L2,0.051000000000000004,0.057
N53,vasati->vasatI,-,L2,0.051000000000000004,0.057
N537,keli->kel,L1,L1,0.036000000000000004,0.03
N536,azwanavati->azwanavata,-,L2,0.05,0.057
N535,SAqvali->SAqvala,-,L2,0.051000000000000004,0.057
N534,aYcati->aYcatI,-,L2,0.05,0.056
N533,vErocani->virocan,-,L2,0.051000000000000004,0.057
N532,vErocani->virocanA,-,L2,0.051000000000000004,0.057
N531,vErocani->virocana,-,L2,0.051000000000000004,0.061
N530,vErocani->vErocana,-,L2,0.051000000000000004,0.058
N539,keli->kelI,-,L1,0.036000000000000004,0.03
N538,keli->kela,-,L2,0.051000000000000004,0.056
N1558,hili->hil,-,L1,0.927,0.004
N429,apahnuti->apahnuta,-,L2,0.051000000000000004,0.057
N428,nizkuwi->nizkuwI,-,L1,0.038,0.035
N1399,upakfti->upakft,-,L2,0.051000000000000004,0.056
N1398,upakfti->upakfta,-,L2,0.051000000000000004,0.056
N1397,brahmamARqUki->brahmamARqUkI,-,L2,0.051000000000000004,0.057
N1396,samADi->samADA,-,L2,0.051000000000000004,0.057
N423,vAwi->vaw,-,L2,0.05,0.056
N1394,rati->ratA,-,L2,0.051000000000000004,0.057
N1393,rati->rata,-,L2,0.051000000000000004,0.057
N1392,adyuti->adyut,-,L2,0.05,0.057
N427,nizkuwi->nizkuwa,-,L2,0.051000000000000004,0.056
N1390,viDuti->viDuta,-,L2,0.05,0.057
N2183,yadi->yada,-,L2,0.05,0.057
N2182,nadi->nad,-,L2,0.05,0.057
N2181,nadi->nadI,-,L2,0.05,0.057
N2180,nadi->nada,-,L2,0.05,0.057
N2187,pfSni->pfSnI,-,L1,0.035,0.031
N2186,nimloci->nimloca,-,L2,0.051000000000000004,0.056
N229,kuwi->kuw,-,L1,0.036000000000000004,0.032
N228,kuwi->kuwI,-,L1,0.036000000000000004,0.032
N227,kuwi->kuwa,-,L2,0.05,0.056
N226,vadi->vad,-,L2,0.05,0.057
N225,vadi->vada,-,L2,0.05,0.057
N224,anusamADi->anusamADA,-,L2,0.051000000000000004,0.057
N223,kowi->kowI,-,L1,0.034,0.029
N222,kowi->kowA,-,L1,0.035,0.031
N221,kowi->kowa,-,L2,0.05,0.056
N220,sAti->sAt,-,L2,0.04,0.042
N2213,udDati->udData,-,L2,0.05,0.057
N2212,rAvaRi->ravaRA,-,L2,0.051000000000000004,0.057
N2211,rAvaRi->ravaRa,-,L2,0.051000000000000004,0.061
N2210,rAvaRi->rAvaRa,-,L2,0.051000000000000004,0.058
N2217,DaraRi->DaraRa,-,L2,0.051000000000000004,0.057
N2216,amati->amata,-,L2,0.05,0.056
N2215,BUmi->BUmI,-,L1,0.033,0.029
N2214,BUmi->BUma,-,L2,0.05,0.056
N2219,aNgAri->aNgAra,-,L2,0.051000000000000004,0.057
N2218,DaraRi->DaraRI,-,L2,0.051000000000000004,0.057
N2230,pArAvatANGri->pArAvatANGrI,-,L2,0.051000000000000004,0.057
N151,Duri->Dur,-,L1,0.04,0.038
N150,Duri->DurA,-,L1,0.04,0.039
N153,Ali->ala,-,L2,0.05,0.061
N152,Ali->Ala,-,L2,0.05,0.057
N155,Ali->AlI,-,L1,0.035,0.03
N154,Ali->ali,-,L2,0.051000000000000004,0.056
N156,Ali->alI,-,L2,0.051000000000000004,0.056
N159,PAlguni->Palguna,-,L2,0.051000000000000004,0.061
N158,PAlguni->PAlguna,-,L2,0.051000000000000004,0.057
N2431,anDakAri->anDakAra,-,L2,0.051000000000000004,0.057
N2430,upaciti->upacit,-,L2,0.051000000000000004,0.057
N2437,cyuti->cyut,-,L1,0.035,0.031
N2436,cyuti->cyuta,-,L2,0.05,0.056
N2435,praRati->praRata,-,L2,0.051000000000000004,0.057
N2434,sfpti->sfpta,-,L2,0.051000000000000004,0.057
N2509,vidi->vida,-,L2,0.05,0.057
N2508,parivfdDi->parivfdDa,-,L2,0.051000000000000004,0.058
N2507,hastAhasti->hasta,-,L2,0.038,0.34800000000000003
N2506,mustAdi->mustAda,-,L2,0.051000000000000004,0.058
N2505,aBiviDi->aBiviDA,-,L2,0.05,0.056
N2504,atiSakti->atiSakta,-,L2,0.051000000000000004,0.057
N2503,lOmaharzaRi->lomaharzaRa,-,L2,0.051000000000000004,0.061
N2502,samApti->samApta,-,L2,0.051000000000000004,0.057
N2501,ucCriti->ucCrita,-,L2,0.051000000000000004,0.057
N2500,dampati->dampatI,-,L2,0.05,0.057
N2199,aviSudDi->aviSudDa,-,L2,0.051000000000000004,0.057
N1807,upalabDi->upalabDa,-,L2,0.051000000000000004,0.057
N1806,vapi->vapA,-,L2,0.05,0.056
N1805,vapi->vap,-,L1,0.372,0.042
N1804,pArikzi->parikzi,-,L2,0.051000000000000004,0.057
N1803,pArikzi->parikzA,-,L2,0.051000000000000004,0.057
N1802,rIti->rItI,-,L1,0.039,0.038
N1801,yati->yat,-,L2,0.05,0.056
N1800,yati->yatI,-,L2,0.05,0.056
N1809,devagiri->devagirI,-,L2,0.051000000000000004,0.058
N1808,devagiri->devagirA,-,L2,0.051000000000000004,0.057
N1524,sukfti->sukft,-,L2,0.042,0.043000000000000003
N1948,ApiSali->apiSala,-,L2,0.051000000000000004,0.061
N1544,Suni->Suna,-,L2,0.051000000000000004,0.056
N1525,Avfti->Avfta,-,L2,0.05,0.057
N1942,sfji->sfj,-,L2,0.04,0.041
N1943,SvAPalki->SvAPalka,-,L2,0.051000000000000004,0.057
N1940,durvftti->durvftta,-,L2,0.051000000000000004,0.057
N1941,sfji->sfja,-,L2,0.051000000000000004,0.057
N1946,duHsTiti->duHsTita,-,L2,0.051000000000000004,0.058
N1526,Avfti->avfta,-,L2,0.05,0.061
N1944,SvAPalki->SvaPalka,-,L2,0.051000000000000004,0.061
N818,anupalabDi->anupalabDa,-,L2,0.051000000000000004,0.057
N819,azwasaptati->azwasaptata,-,L2,0.051000000000000004,0.057
N1527,Avfti->Avft,-,L1,0.035,0.032
N810,ajAji->ajAjI,-,L2,0.05,0.056
N811,vijiti->vijita,-,L2,0.05,0.057
N812,ekajAti->ekajAta,-,L2,0.05,0.056
N813,pAtaNgi->pataNga,L2,L2,0.05,0.061
N814,anAvftti->anAvftta,-,L2,0.05,0.056
N815,nimi->nima,-,L2,0.05,0.056
N816,nimi->nimA,-,L1,0.036000000000000004,0.034
N817,yaTAjAti->yaTAjAta,-,L2,0.05,0.056
N1545,Suni->SunI,-,L1,0.037,0.033
N1522,sukfti->sukfta,-,L2,0.051000000000000004,0.057
N1990,yajati->yajata,-,L2,0.05,0.056
N1523,sukfti->sukftA,-,L2,0.042,0.043000000000000003
N1993,sfti->sfta,-,L2,0.051000000000000004,0.057
N1490,saKi->saKA,-,L2,0.051000000000000004,0.057
N421,vAwi->vawI,-,L2,0.05,0.056
N1492,saKi->saK,-,L2,0.051000000000000004,0.057
N1493,rakti->rakta,-,L2,0.051000000000000004,0.057
N1494,rakti->raktA,-,L2,0.051000000000000004,0.057
N1495,nirahaMkfti->nirahaMkfta,-,L2,0.051000000000000004,0.057
N1496,saMDyAbali->saMDyAbala,-,L2,0.051000000000000004,0.057
N420,vAwi->vAwI,-,L1,0.034,0.031
N1498,ardi->ard,-,L2,0.051000000000000004,0.057
N1499,kAdi->kada,-,L2,0.05,0.061
N1395,rati->ratI,-,L2,0.051000000000000004,0.057
N1700,upaci->upacI,-,L2,0.05,0.056
N1701,anaBivyakti->anaBivyakta,-,L2,0.05,0.057
N1702,vyApfti->vyApfta,-,L2,0.05,0.057
N422,vAwi->vAw,-,L1,0.034,0.031
N1704,saMDi->saMDA,-,L2,0.051000000000000004,0.057
N1705,vizOzaDi->vizOzaDI,-,L2,0.05,0.056
N1706,vedi->veda,-,L2,0.05,0.057
N1707,vedi->vedA,-,L1,0.035,0.035
N1708,vedi->vedI,-,L1,0.034,0.034
N1709,jIvanmukti->jIvanmukta,-,L2,0.05,0.055
N1391,aByupagati->aByupagata,-,L2,0.05,0.057
N1128,rAji->rAj,-,L1,0.797,0.012
N1129,rAji->rAja,-,L2,0.051000000000000004,0.057
N1120,viKyAti->viKyAta,-,L2,0.05,0.057
N1121,viSudDi->viSudDa,-,L2,0.051000000000000004,0.057
N1122,atyukti->atyuktA,-,L2,0.051000000000000004,0.056
N1123,hfzi->hfz,-,L1,0.033,0.028
N1124,vilabDi->vilabDa,-,L2,0.051000000000000004,0.057
N1125,paramezWi->paramezWa,-,L2,0.051000000000000004,0.057
N1126,paramezWi->paramezWI,-,L2,0.051000000000000004,0.057
N1127,anivftti->anivftta,-,L2,0.05,0.057
N524,Bavati->Bavat,-,L2,0.05,0.056
N525,BUri->BUrI,-,L1,0.038,0.037
N526,BUri->BUr,-,L1,0.038,0.037
N527,SePAli->SePAlI,-,L1,0.037,0.031
N520,kali->kal,L1,L2,0.051000000000000004,0.056
N521,kali->kalA,-,L2,0.051000000000000004,0.056
N522,Bavati->BavatA,-,L2,0.05,0.056
N523,Bavati->BavatI,-,L2,0.05,0.056
N1014,sAmudri->samudra,-,L2,0.051000000000000004,0.062
N1015,sAmudri->samudrA,-,L2,0.051000000000000004,0.058
N1016,sAmudri->sAmudrI,-,L2,0.044,0.048
N1017,prOQi->prOQa,-,L2,0.051000000000000004,0.057
N528,ekASIti->ekASIta,-,L2,0.05,0.056
N529,pariSri->pariSrI,-,L2,0.051000000000000004,0.057
N1012,aBijAti->aBijAta,-,L2,0.05,0.056
N1013,sAmudri->sAmudra,-,L2,0.051000000000000004,0.059000000000000004
N1234,hfti->hfta,-,L2,0.05,0.056
N1235,hfti->hft,-,L1,0.033,0.029
N1236,mahAsuganDi->mahAsuganDa,-,L2,0.051000000000000004,0.057
N1237,mahAsuganDi->mahAsuganDA,-,L2,0.051000000000000004,0.057
N1230,samupasTiti->samupasTita,-,L2,0.051000000000000004,0.058
N1231,anukfti->anukfta,-,L2,0.05,0.057
N1232,anukfti->anukft,-,L2,0.051000000000000004,0.056
N1233,dvizazwi->dvizazwa,-,L2,0.05,0.057
N1238,aBirati->aBirata,-,L2,0.051000000000000004,0.057
N2526,nAhuzi->nahuza,-,L2,0.05,0.061
N438,vEDfti->viDfta,-,L2,0.05,0.061
N439,vEDfti->viDfti,-,L1,0.035,0.032
N436,anavaDfti->anavaDfta,-,L2,0.05,0.057
N437,vEDfti->vEDfta,-,L2,0.05,0.057
N434,vitati->vitatI,-,L2,0.05,0.057
N435,upapati->upapat,-,L2,0.05,0.056
N432,viDfti->viDfta,-,L2,0.05,0.057
N433,vitati->vitata,-,L2,0.05,0.057
N430,durnIti->durnIta,-,L2,0.051000000000000004,0.057
N431,varDaki->varDaka,-,L2,0.051000000000000004,0.057
N2481,dvAsaptati->dvAsaptata,-,L2,0.051000000000000004,0.058
N1967,dfti->dftA,-,L1,0.035,0.035
N1960,susaMDi->susaMDa,-,L2,0.051000000000000004,0.057
N1961,svadi->svad,-,L2,0.051000000000000004,0.058
N2464,dvisaptati->dvisaptata,-,L2,0.051000000000000004,0.058
N2465,Bastri->Bastra,-,L2,0.039,0.337
N2466,asamApti->asamApta,-,L2,0.051000000000000004,0.057
N2467,viriYci->viriYca,-,L2,0.051000000000000004,0.057
N238,sAtyaki->satyaka,-,L2,0.051000000000000004,0.061
N239,catuHzazwi->catuHzazwa,-,L2,0.05,0.056
N234,smi->smi,L1,L2,0.04,0.042
N235,smi->sma,-,L2,0.051000000000000004,0.057
N236,smi->smA,-,L2,0.04,0.042
N237,sAtyaki->sAtyaka,-,L2,0.051000000000000004,0.058
N230,prasidDi->prasidDa,-,L2,0.051000000000000004,0.058
N232,aji->aja,-,L2,0.05,0.056
N233,aji->ajA,-,L2,0.05,0.056
N2462,malli->mallI,-,L2,0.051000000000000004,0.056
N2228,pArzRi->pArzRa,-,L2,0.051000000000000004,0.057
N2229,pArzRi->pArzRI,-,L1,0.04,0.039
N2226,Endradyumni->Endradyumna,-,L2,0.051000000000000004,0.058
N2227,Endradyumni->indradyumna,-,L2,0.051000000000000004,0.061
N2224,kzemavfdDi->kzemavfdDI,-,L2,0.05,0.057
N2225,aniti->anita,-,L2,0.05,0.057
N2222,saptaviMSati->saptaviMSat,-,L2,0.051000000000000004,0.058
N2223,midi->mid,-,L1,0.035,0.035
N2220,dEvarAti->devarAta,-,L2,0.05,0.061
N2221,dEvarAti->devarAti,-,L2,0.051000000000000004,0.058
N1,nirmukti->nirmukta,-,L2,0.051000000000000004,0.057
N146,arci->arcA,-,L2,0.051000000000000004,0.057
N147,paYcasaptati->paYcasaptata,-,L2,0.051000000000000004,0.057
N144,arci->arc,L1,L2,0.051000000000000004,0.057
N145,arci->arca,-,L2,0.051000000000000004,0.057
N142,saMsidDi->saMsidDa,-,L2,0.051000000000000004,0.058
N143,nirmi->nirmA,-,L1,0.041,0.041
N140,turi->turI,-,L1,0.04,0.039
N141,samprasidDi->samprasidDa,-,L2,0.051000000000000004,0.058
N2468,anuzakti->anuzakta,-,L2,0.05,0.057
N148,anAgati->anAgata,-,L2,0.05,0.056
N149,Duri->Dura,-,L2,0.051000000000000004,0.057
N2088,asmfti->asmfta,-,L2,0.051000000000000004,0.057
N2089,Nasi->Nas,-,L2,0.051000000000000004,0.057
N2082,kAsAri->kasAra,-,L2,0.051000000000000004,0.061
N2083,aBi->aBI,-,L2,0.05,0.056
N2080,pEWInasi->piWInas,-,L2,0.051000000000000004,0.058
N2081,kAsAri->kAsAra,-,L2,0.051000000000000004,0.058
N2086,spfhi->spfhA,-,L2,0.041,0.042
N2087,spfhi->spfh,-,L2,0.04,0.041
N2085,saMskfti->saMskfta,-,L2,0.051000000000000004,0.057
N2538,vEkfti->vikftA,-,L1,0.037,0.035
N2539,vEkfti->vikfti,-,L1,0.036000000000000004,0.034
N2532,vyavasTiti->vyavasTita,-,L2,0.051000000000000004,0.058
N2533,saMji->saMja,-,L2,0.051000000000000004,0.057
N2530,udaYji->udaYj,-,L2,0.05,0.057
N2531,DUrjawi->DUrjawa,-,L2,0.051000000000000004,0.057
N2536,vEkfti->vEkfta,-,L2,0.05,0.057
N2537,vEkfti->vikfta,-,L2,0.05,0.061
N2534,saMvfdDi->saMvfdDa,-,L2,0.051000000000000004,0.058
N2535,viSvAci->viSvAcI,-,L1,0.036000000000000004,0.033
N1832,Svetaki->Svetaka,-,L2,0.05,0.056
N1833,ASri->aSri,-,L2,0.051000000000000004,0.057
N1830,triRemi->triRemI,-,L1,0.04,0.04
N1831,jYapti->jYapta,-,L2,0.05,0.056
N1836,pariji->parijA,-,L2,0.051000000000000004,0.057
N1837,vikfti->vikfta,-,L2,0.05,0.057
N1834,ASri->ASrI,-,L1,0.04,0.038
N1835,ASri->aSrI,-,L2,0.051000000000000004,0.057
N1838,vikfti->vikftA,-,L1,0.037,0.035
N1839,vikfti->vikft,-,L1,0.036000000000000004,0.034
N2154,unnati->unnati,-,L2,0.037,0.368
N2155,unnati->unnata,-,L2,0.05,0.057
N2156,vismfti->vismfta,-,L2,0.048,0.052000000000000005
N2157,kfzwi->kfzwa,-,L2,0.049,0.055
N2150,nihnuti->nihnuta,-,L2,0.051000000000000004,0.057
N2151,vaDi->vaDa,-,L2,0.05,0.056
N2152,vaDi->vaDA,-,L2,0.05,0.056
N2153,vaDi->vaD,-,L2,0.05,0.056
N933,kASi->kaS,-,L2,0.051000000000000004,0.056
N932,kASi->kASI,-,L1,0.036000000000000004,0.032
N931,kASi->kaSi,-,L2,0.051000000000000004,0.056
N930,kASi->kaSA,-,L2,0.051000000000000004,0.056
N2158,kfzwi->kfzwI,-,L1,0.033,0.028
N936,mukti->muktA,-,L1,0.038,0.035
N935,mukti->mukta,-,L2,0.05,0.056
N934,prastuti->prastuta,-,L2,0.051000000000000004,0.058
N1955,kIrti->kIrt,-,L1,0.04,0.039
N1954,vidAri->vidArI,-,L2,0.041,0.042
N1957,rOmaharzaRi->romaharzaRi,-,L2,0.051000000000000004,0.057
N1956,rOmaharzaRi->romaharzaRa,-,L2,0.051000000000000004,0.061
N1951,GaRwAli->GaRwAla,-,L2,0.051000000000000004,0.056
N1950,hemarAji->hemarAja,-,L2,0.051000000000000004,0.057
N1953,vidAri->vidAra,-,L2,0.051000000000000004,0.057
N1952,GaRwAli->GaRwAlI,-,L2,0.051000000000000004,0.056
N1959,muzwi->muzwI,-,L1,0.035,0.031
N1958,muzwi->muzwa,-,L2,0.05,0.056
N829,hali->halI,-,L2,0.051000000000000004,0.056
N828,hali->halA,-,L2,0.051000000000000004,0.056
N825,anumati->anumata,-,L2,0.05,0.057
N824,snuti->snuta,-,L2,0.051000000000000004,0.057
N827,hali->hala,-,L2,0.051000000000000004,0.056
N826,hali->hal,L1,L2,0.051000000000000004,0.056
N821,brAhmaRayazwi->brAhmaRayazwI,-,L2,0.051000000000000004,0.057
N820,prasupti->prasupta,-,L2,0.051000000000000004,0.058
N823,asamfdDi->asamfdDa,-,L2,0.051000000000000004,0.058
N822,saMgIti->saMgIta,-,L2,0.051000000000000004,0.057
N1536,pratizWiti->pratizWita,-,L2,0.051000000000000004,0.057
N1483,sampAti->sampAtI,-,L2,0.051000000000000004,0.057
N1482,sampAti->sampAta,-,L2,0.051000000000000004,0.057
N1481,aruRi->aruRI,-,L2,0.051000000000000004,0.057
N1480,aruRi->aruRA,-,L2,0.051000000000000004,0.057
N1487,sAMyamani->saMyamana,-,L2,0.051000000000000004,0.061
N1486,sAMyamani->sAMyamana,-,L2,0.051000000000000004,0.058
N1485,saptASIti->saptASIta,-,L2,0.051000000000000004,0.057
N1484,kirati->kirat,-,L2,0.051000000000000004,0.057
N1489,saKi->saKa,-,L2,0.051000000000000004,0.057
N1488,sAMyamani->saMyamanI,-,L2,0.051000000000000004,0.057
N797,prAhrAdi->prahrAdi,-,L2,0.051000000000000004,0.057
N796,prAhrAdi->prahrAda,-,L2,0.051000000000000004,0.061
N795,anADfzwi->anADfzwa,-,L2,0.05,0.056
N794,saMyAti->saMyAta,-,L2,0.051000000000000004,0.057
N793,nizpravARi->nizpravARa,-,L2,0.051000000000000004,0.057
N792,mahArAtri->mahArAtrI,-,L2,0.051000000000000004,0.057
N791,mahArAtri->mahArAtra,-,L2,0.051000000000000004,0.057
N790,jYAti->jYatA,-,L2,0.05,0.056
N1719,keSi->keSa,-,L2,0.05,0.056
N1718,punarAvftti->punarAvftta,-,L2,0.051000000000000004,0.057
N2413,anasTi->anasTa,-,L2,0.051000000000000004,0.057
N799,avani->avanI,-,L2,0.05,0.056
N798,avani->avana,-,L2,0.05,0.057
N1270,Adi->adi,-,L2,0.05,0.057
N2412,kftti->kftta,-,L2,0.05,0.056
N1271,Adi->AdI,-,L1,0.035,0.034
N2415,vaDri->vaDra,-,L2,0.051000000000000004,0.057
N1272,fzwi->fzwa,-,L2,0.05,0.056
N2414,pAvaki->pAvaka,-,L2,0.037,0.367
N1139,pAwali->pawala,-,L2,0.05,0.061
N1138,pAwali->pAwala,-,L2,0.037,0.374
N2417,eti->eta,-,L2,0.05,0.056
N1133,rAji->raji,-,L2,0.051000000000000004,0.057
N1132,rAji->rajA,-,L2,0.051000000000000004,0.057
N1131,rAji->rAjA,-,L1,0.039,0.038
N1130,rAji->raja,-,L2,0.051000000000000004,0.061
N1137,sakTi->sakTI,-,L2,0.051000000000000004,0.057
N1136,sakTi->sakTa,-,L2,0.051000000000000004,0.057
N1135,rAji->raj,-,L2,0.051000000000000004,0.057
N1134,rAji->rAjI,-,L1,0.039,0.038
N2419,kAramBi->kAramBA,-,L2,0.051000000000000004,0.057
N1276,suDfti->suDft,-,L2,0.041,0.042
N2418,kAramBi->karamBa,-,L2,0.051000000000000004,0.061
N1277,SroRi->SroRa,-,L2,0.051000000000000004,0.057
N519,kali->kala,L1,L2,0.051000000000000004,0.056
N518,prIti->prIta,-,L2,0.051000000000000004,0.057
N2149,pakzati->pakzatA,-,L2,0.05,0.056
N1009,jiti->jita,-,L2,0.05,0.056
N1008,surAji->surAj,-,L2,0.044,0.046
N1007,nazwapizwi->nazwapizwa,-,L2,0.05,0.056
N1006,anali->analA,-,L2,0.051000000000000004,0.056
N1005,anali->anala,-,L2,0.051000000000000004,0.056
N1004,niHsfti->niHsfta,-,L2,0.051000000000000004,0.058
N515,kOSikAri->kOSikAra,-,L2,0.051000000000000004,0.058
N1002,BrAnti->BrAntA,-,L1,0.04,0.04
N517,mUrti->mUrta,-,L2,0.051000000000000004,0.057
N1000,BrAnti->BrAnti,L2,L2,0.041,0.041
N623,tryAruRi->tryaruRa,-,L2,0.051000000000000004,0.061
N622,Ayati->ayat,-,L2,0.05,0.056
N1225,anumi->anumA,-,L2,0.051000000000000004,0.056
N620,Ayati->ayati,-,L2,0.05,0.056
N627,AhUti->AhUta,-,L2,0.05,0.057
N626,vibudDi->vibudDa,-,L2,0.05,0.057
N625,supi->sup,-,L2,0.041,0.042
N624,niDi->niDA,-,L1,0.035,0.033
N629,atti->attA,-,L2,0.05,0.056
N628,AhUti->ahUta,-,L2,0.05,0.061
N1229,aDyasTi->aDyasTa,-,L2,0.051000000000000004,0.057
N1228,anavApti->anavApta,-,L2,0.05,0.057
N1535,Agati->agati,-,L2,0.05,0.056
N2,antarvedi->antarvedI,-,L2,0.051000000000000004,0.058
N1286,mAli->mAl,-,L1,0.036000000000000004,0.031
N11,sOmadatti->somadatti,-,L2,0.051000000000000004,0.058
N10,sOmadatti->somadatta,-,L2,0.05,0.062
N13,uditi->udita,-,L2,0.05,0.057
N12,tiryaggati->tiryaggata,-,L2,0.051000000000000004,0.057
N15,antargati->antargata,-,L2,0.051000000000000004,0.057
N14,pEgi->piMga,-,L2,0.05,0.061
N17,aByAvftti->aByAvftta,-,L2,0.05,0.056
N16,klAnti->klAnta,-,L2,0.051000000000000004,0.057
N19,tURi->tURA,-,L1,0.034,0.031
N18,tURi->tURa,-,L2,0.05,0.056
N1534,Agati->AgatA,-,L2,0.05,0.056
N201,vAsi->vAsI,-,L2,0.04,0.042
N200,vAsi->vasi,-,L2,0.051000000000000004,0.058
N203,vAsi->vAs,-,L2,0.04,0.042
N202,vAsi->vasI,-,L2,0.051000000000000004,0.057
N205,cfti->cft,-,L1,0.032,0.028
N204,cfti->cfta,-,L2,0.05,0.056
N207,paNkti->paNktI,-,L2,0.05,0.056
N206,yaTAsTiti->yaTAsTita,-,L2,0.051000000000000004,0.057
N209,sOmitri->sumitrA,-,L2,0.022,0.623
N208,saMsfzwi->saMsfzwa,-,L2,0.051000000000000004,0.057
N1573,Avftti->Avftta,-,L2,0.05,0.057
N1572,parimiti->parimit,-,L2,0.051000000000000004,0.057
N1571,parimiti->parimita,-,L2,0.051000000000000004,0.057
N2239,culli->cullI,-,L1,0.036000000000000004,0.031
N2238,culli->culla,-,L2,0.051000000000000004,0.056
N1570,ADiraTi->aDiraTa,-,L2,0.037,0.362
N2231,yoni->yonI,-,L1,0.033,0.029
N1577,asi->asa,-,L2,0.051000000000000004,0.057
N2233,vArDi->varD,-,L2,0.051000000000000004,0.057
N2232,vArDi->varDa,-,L2,0.051000000000000004,0.061
N2235,citti->cittI,-,L1,0.034,0.03
N2234,citti->citta,-,L2,0.05,0.056
N2237,culli->cull,-,L1,0.917,0.004
N2236,ukti->ukta,-,L2,0.05,0.056
N1575,Avftti->avftti,-,L2,0.05,0.056
N1574,Avftti->avftta,-,L2,0.05,0.061
N2185,yadi->yad,-,L2,0.05,0.057
N2184,yadi->yadA,-,L2,0.05,0.057
N2095,SarAri->SarArI,-,L2,0.051000000000000004,0.057
N2094,saMhfti->saMhft,-,L2,0.051000000000000004,0.057
N2097,sOdyumni->sudyumnA,-,L2,0.042,0.046
N2096,sOdyumni->sudyumna,-,L2,0.051000000000000004,0.062
N2091,janaSruti->janaSrutA,-,L2,0.051000000000000004,0.057
N2090,janaSruti->janaSruta,-,L2,0.051000000000000004,0.057
N2093,saMhfti->saMhfta,-,L2,0.051000000000000004,0.057
N2092,evaMvftti->evaMvftta,-,L2,0.05,0.056
N2099,ganDi->ganDA,-,L2,0.05,0.056
N2098,ganDi->ganDa,-,L2,0.05,0.056
N2525,nAhuzi->nAhuza,-,L2,0.05,0.057
N2524,hanti->hantA,-,L2,0.05,0.056
N2527,paYcASati->paYcASata,-,L2,0.05,0.056
N2188,svAti->svatA,-,L2,0.051000000000000004,0.057
N2521,vyAli->vyAlI,-,L1,0.036000000000000004,0.032
N2520,vyAli->vyAla,-,L2,0.05,0.057
N2523,hanti->hanta,-,L2,0.05,0.056
N2522,BAluki->BAluka,-,L2,0.051000000000000004,0.057
N2529,pravyakti->pravyakta,-,L2,0.051000000000000004,0.057
N2528,paYcASati->paYcASat,-,L2,0.05,0.056
N1829,durganDi->durganDA,-,L2,0.051000000000000004,0.057
N1828,durganDi->durganDa,-,L2,0.051000000000000004,0.057
N1825,pAYji->paYji,-,L2,0.05,0.056
N1824,maRi->maRI,-,L2,0.05,0.056
N1827,pAYji->paYj,-,L2,0.05,0.056
N1826,pAYji->paYjI,-,L2,0.05,0.056
N1821,maRi->maR,-,L1,0.376,0.041
N1820,GfRi->GfR,-,L1,0.032,0.028
N1823,maRi->maRa,-,L2,0.05,0.056
N1822,maRi->maRi,-,L2,0.036000000000000004,0.379
N928,kASi->kaSa,-,L2,0.05,0.061
