Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N251,sPya->sPI,-,L1,0.069,0.06
N256,nAdya->nada,-,L2,0.075,0.088
N257,nAdya->nAdi,-,L2,0.062,0.065
N254,Anaya->ana,-,L2,0.075,0.088
N255,nAdya->nAda,-,L2,0.075,0.083
N2200,varRya->varR,-,L1,0.359,0.064
N2201,varRya->varRa,-,L2,0.077,0.078
N2202,varRya->varRA,-,L2,0.077,0.078
N2203,varRya->varRI,-,L2,0.077,0.078
N2204,duHsahAya->duHsahA,-,L2,0.078,0.078
N2205,divya->div,L2,L1,0.066,0.057
N2206,divya->diva,-,L2,0.076,0.078
N2207,divya->divA,-,L1,0.065,0.057
N2208,divya->divi,-,L1,0.064,0.056
N2209,divya->divI,-,L1,0.065,0.056
N1679,jalpya->jalpi,-,L1,0.075,0.073
N2428,KAYjya->KaYj,-,L2,0.076,0.09
N2429,atIrTya->atIrTa,-,L1,0.077,0.076
N2400,SIrzaRya->SIrzaRI,-,L1,0.075,0.069
N2420,pastya->pas,-,L1,0.074,0.07
N2421,surucya->suruci,-,L1,0.067,0.056
N2422,surucya->suruc,-,L1,0.068,0.057
N2423,kEvalya->kEvala,-,L2,0.07100000000000001,0.07200000000000001
N2424,kEvalya->kevala,-,L2,0.07,0.082
N1849,duScAritrya->duScAritra,-,L1,0.076,0.074
N2426,kEvalya->kevalI,-,L2,0.076,0.09
N2427,KAYjya->KaYja,-,L2,0.075,0.089
N2432,asatya->asa,-,L2,0.076,0.079
N1848,satkArya->satkAra,-,L1,0.077,0.074
N168,sAmakzya->sAmakza,-,L2,0.076,0.083
N169,sAmakzya->samakza,-,L2,0.077,0.092
N164,sUrya->sUra,-,L2,0.078,0.079
N165,sUrya->sUri,-,L1,0.07,0.064
N166,sUrya->sUrI,-,L1,0.07,0.064
N167,sUrya->sUr,-,L1,0.07100000000000001,0.064
N160,sTApatya->sTapati,L2,L2,0.076,0.088
N161,pArArTya->parArTa,-,L2,0.076,0.091
N162,sAPalya->saPala,L2,L2,0.076,0.088
N163,sAPalya->saPalI,-,L2,0.077,0.091
N2518,tApasya->tapasa,-,L2,0.075,0.08600000000000001
N2519,tApasya->tapasA,-,L2,0.075,0.08600000000000001
N1842,SAradya->SAradA,-,L2,0.076,0.08
N2514,rasya->rasa,-,L1,0.439,0.054
N2515,rasya->ras,-,L1,0.443,0.054
N2516,rasya->rasA,-,L1,0.076,0.073
N2517,tApasya->tApasa,L2,L2,0.076,0.08
N2510,pAyya->pay,-,L1,0.524,0.046
N1841,SAradya->Sarada,-,L2,0.074,0.08600000000000001
N2512,pAyya->paya,-,L2,0.073,0.08700000000000001
N2513,pAyya->pAy,-,L2,0.064,0.065
N2734,SrEzWya->SrezWa,-,L2,0.069,0.081
N2735,SrEzWya->SrezWA,-,L2,0.062,0.078
N2736,SrEzWya->SrezWI,-,L2,0.064,0.078
N1840,SAradya->SArada,-,L2,0.075,0.077
N2730,kUpya->kUpA,-,L1,0.065,0.054
N2731,kUpya->kUpI,-,L1,0.065,0.053
N2732,kUpya->kUp,-,L1,0.066,0.053
N2733,gArhasTya->gArhasTa,-,L2,0.075,0.076
N2738,DOrtya->DUrta,-,L2,0.042,0.543
N2739,avyaya->avya,-,L1,0.073,0.067
N678,avyaNgya->avyaNga,-,L2,0.076,0.076
N679,AkiYcanya->akiYcana,L2,L2,0.073,0.083
N1814,vEnDya->vinD,-,L2,0.064,0.08
N1815,gadya->gad,-,L1,0.491,0.05
N1816,gadya->gada,-,L1,0.075,0.07100000000000001
N1817,gadya->gadA,-,L1,0.074,0.07100000000000001
N1810,dOrhfdaya->durhfdya,L2,L2,0.075,0.084
N1811,prABavatya->praBavat,L2,L2,0.075,0.084
N1812,prABavatya->prABava,-,L2,0.076,0.078
N1813,vEnDya->vinDa,-,L2,0.075,0.088
N1818,gadya->gadi,-,L1,0.074,0.07200000000000001
N1819,mfgya->mfga,-,L1,0.074,0.07100000000000001
N670,anucCvAsya->anucCvAsa,-,L2,0.077,0.078
N2795,parArDya->parArDa,-,L2,0.077,0.078
N671,duravagAhya->duravagAha,-,L2,0.077,0.078
N2401,SIrzaRya->SIrzaR,-,L1,0.075,0.069
N1609,vApya->vapi,-,L2,0.07200000000000001,0.084
N1608,vApya->vApi,-,L2,0.063,0.065
N1979,AraRya->araRI,-,L2,0.077,0.091
N1978,AraRya->araRi,-,L2,0.077,0.091
N1601,saMyAjya->saMyAja,-,L2,0.077,0.078
N1600,nEpuRya->nipuRi,-,L2,0.063,0.079
N1603,avicArya->avicAra,-,L1,0.075,0.067
N1602,BaraRya->BaraRa,L2,L1,0.074,0.069
N1605,vApya->vap,-,L1,0.554,0.043000000000000003
N1604,soBya->soBa,-,L1,0.074,0.067
N1607,vApya->vapA,-,L2,0.07200000000000001,0.084
N1606,vApya->vApa,-,L2,0.073,0.076
N809,candrahAsya->candrahAsA,-,L1,0.077,0.075
N808,candrahAsya->candrahAsa,-,L1,0.077,0.075
N803,mUlya->mUl,-,L1,0.9420000000000001,0.004
N802,arAjya->arAji,-,L1,0.075,0.074
N801,arAjya->arAja,-,L1,0.076,0.074
N800,stanaMDaya->stanaMDa,-,L1,0.076,0.076
N807,dOrmanasya->durmanas,L2,L2,0.076,0.08600000000000001
N806,mUlya->mUlI,-,L1,0.065,0.053
N805,mUlya->mUlA,-,L1,0.065,0.054
N804,mUlya->mUla,L2,L2,0.076,0.076
N2848,vEmatya->vimata,-,L2,0.036000000000000004,0.61
N2849,manya->man,-,L1,0.443,0.054
N2846,araRya->araRi,-,L2,0.077,0.082
N2847,araRya->araRI,-,L2,0.078,0.082
N2844,amAtya->amA,-,L2,0.053,0.42
N2845,araRya->araRa,-,L2,0.078,0.082
N2842,vEtfzRya->vitfzRa,-,L2,0.07100000000000001,0.082
N2843,vEtfzRya->vitfzRA,-,L2,0.063,0.078
N2840,vAsikya->vasika,-,L2,0.07200000000000001,0.082
N2841,vAsikya->vAsikA,-,L2,0.066,0.067
N3039,tAskarya->taskarI,-,L2,0.075,0.085
N1775,balya->bal,-,L1,0.426,0.056
N1774,vEsaMjYya->visaMjYa,-,L2,0.075,0.088
N1777,balya->balA,-,L2,0.075,0.078
N1776,balya->bala,-,L2,0.075,0.078
N1771,anfRya->anfRa,-,L1,0.075,0.075
N1770,UDasya->UDas,L2,L2,0.075,0.076
N1773,atibalya->atibalA,-,L1,0.075,0.073
N1772,atibalya->atibala,-,L1,0.075,0.073
N1779,balya->balI,-,L2,0.075,0.078
N1778,balya->bali,-,L1,0.076,0.076
N608,muKya->muKa,-,L2,0.075,0.077
N2998,dUtya->dUta,-,L2,0.052000000000000005,0.41200000000000003
N1159,devaDAnya->devaDAnI,-,L1,0.075,0.073
N1158,dohya->doha,-,L1,0.074,0.073
N2999,sAmarasya->samarasa,-,L2,0.076,0.088
N1155,svAlakzaRya->svAlakzaRa,-,L2,0.07200000000000001,0.073
N1154,svAlakzaRya->svalakzaRa,L2,L2,0.075,0.08600000000000001
N1157,ozWya->ozWI,-,L1,0.063,0.051000000000000004
N1156,ozWya->ozWa,L2,L2,0.074,0.074
N1151,nEBftya->niBfta,L2,L2,0.074,0.088
N1150,kuqyamatsya->kuqyamatsI,-,L2,0.077,0.078
N1153,avinaya->avina,-,L2,0.075,0.077
N1152,kazAya->kazA,-,L2,0.077,0.079
N1555,kaRaya->kaRa,-,L2,0.075,0.076
N2618,kAYcya->kAYcI,-,L2,0.064,0.065
N1554,prativizaya->prativiza,-,L2,0.076,0.078
N1551,SUlya->SUla,L2,L2,0.075,0.078
N1550,SUlya->SUl,-,L1,0.9390000000000001,0.004
N1553,SUlya->SUlI,-,L1,0.065,0.053
N1552,SUlya->SUli,-,L1,0.064,0.054
N59,sOBAgya->suBAga,-,L2,0.076,0.09
N58,nAwya->naw,-,L2,0.076,0.088
N1557,nirvAkya->nirvAka,-,L2,0.077,0.078
N1556,pArimuKya->parimuKa,L2,L2,0.075,0.08700000000000001
N55,nAwya->nAwa,-,L2,0.074,0.081
N54,nAwya->nawa,L2,L2,0.074,0.08600000000000001
N57,nAwya->nawI,-,L2,0.074,0.089
N56,nAwya->nawA,-,L2,0.074,0.089
N51,vAwya->vawI,-,L2,0.074,0.089
N50,vAwya->vAwI,-,L2,0.063,0.065
N53,vAwya->vaw,-,L2,0.075,0.09
N52,vAwya->vAw,-,L2,0.064,0.066
N537,nErDanya->nirDana,-,L2,0.075,0.092
N536,nAnAdeSya->nAnAdeSa,-,L2,0.075,0.083
N535,mAlya->mAl,-,L2,0.065,0.066
N534,mAlya->mali,-,L2,0.074,0.09
N533,mAlya->mAli,-,L2,0.064,0.066
N532,mAlya->malA,-,L2,0.074,0.09
N531,mAlya->mAlA,-,L2,0.064,0.066
N530,mAlya->mala,-,L2,0.076,0.089
N2992,sApiRqya->sapiRqa,-,L2,0.075,0.088
N539,vaDrya->vaDra,L2,L2,0.075,0.079
N538,nErDanya->nirDanA,-,L2,0.075,0.092
N2993,sApiRqya->sApiRqi,-,L2,0.068,0.07100000000000001
N1558,nirvAkya->nirvAk,-,L1,0.069,0.061
N2994,sApiRqya->sapiRqI,-,L2,0.074,0.084
N2995,jAvanya->javan,-,L2,0.039,0.578
N2805,SvEtya->Sveta,-,L2,0.05,0.437
N2996,kArpaRya->karpaRa,-,L2,0.076,0.091
N2997,kArpaRya->kArpaRI,-,L2,0.076,0.083
N429,gAyatrya->gAyatra,-,L2,0.075,0.081
N428,BAgya->BagI,-,L2,0.074,0.088
N1399,mAnya->mAna,-,L2,0.073,0.079
N1398,mAnya->man,-,L1,0.438,0.055
N421,vizaya->viza,-,L2,0.076,0.078
N420,agfhya->agfha,-,L1,0.076,0.075
N423,avivAhya->avivAha,-,L1,0.076,0.074
N422,trEkAlya->trikAla,L2,L2,0.075,0.08600000000000001
N425,BAgya->Baga,-,L2,0.073,0.088
N424,BAgya->BAga,-,L2,0.074,0.081
N427,BAgya->BAgI,-,L2,0.063,0.064
N426,BAgya->BagA,-,L2,0.074,0.088
N2183,ESvarya->ESvarI,-,L2,0.073,0.074
N2182,ESvarya->ESvari,-,L2,0.073,0.074
N2181,ESvarya->ISvarA,-,L2,0.073,0.084
N2180,ESvarya->ESvara,-,L2,0.074,0.075
N2187,sOmya->sOma,-,L2,0.073,0.074
N2186,AvidUrya->avidUra,-,L2,0.074,0.085
N229,duzprekzya->duzprekza,-,L1,0.077,0.075
N228,aDArya->aDAra,-,L1,0.076,0.075
N227,SOrya->SOri,-,L2,0.065,0.068
N226,SOrya->SUrA,-,L2,0.065,0.078
N225,SOrya->Sura,-,L2,0.075,0.088
N224,SOrya->SOra,-,L2,0.075,0.081
N223,SOrya->SUr,-,L1,0.807,0.016
N222,SOrya->SUra,-,L1,0.389,0.06
N221,suvIrya->suvIra,-,L2,0.078,0.079
N220,amfgya->amfga,-,L1,0.075,0.075
N2213,kApya->kapi,-,L2,0.073,0.08600000000000001
N2212,kApya->kApA,-,L2,0.064,0.065
N2211,kApya->kapa,-,L2,0.074,0.08600000000000001
N2210,anAditya->anAdi,-,L2,0.075,0.078
N2217,zARQya->zaRQ,-,L2,0.074,0.08700000000000001
N2216,zARQya->zaRQa,-,L2,0.073,0.08600000000000001
N2215,kApya->kap,-,L2,0.074,0.08700000000000001
N2214,kApya->kApI,-,L2,0.064,0.065
N2219,ayogya->ayoga,-,L1,0.075,0.07100000000000001
N2218,nfSaMsya->nfSaMsa,-,L1,0.076,0.07200000000000001
N2681,anuvAkya->anuvAka,-,L1,0.076,0.07200000000000001
N2230,sAkalya->sAkali,-,L2,0.076,0.078
N151,AnfSaMsya->AnfSaMsa,-,L2,0.075,0.082
N150,sTUlalakzya->sTUlalakza,-,L2,0.077,0.079
N153,AnfSaMsya->AnfSaMsi,-,L2,0.075,0.082
N152,AnfSaMsya->anfSaMsa,-,L2,0.075,0.09
N155,ahiMsya->ahiMsA,-,L1,0.076,0.076
N154,ahiMsya->ahiMsa,-,L1,0.076,0.076
N157,adrya->adri,-,L2,0.075,0.076
N156,anvAhArya->anvAhAra,-,L1,0.076,0.076
N159,amAvAsya->amAvAsI,-,L2,0.076,0.077
N158,adrya->adrI,-,L1,0.075,0.075
N2431,dARqakya->dARqaki,-,L2,0.075,0.082
N2430,dARqakya->daRqaka,-,L2,0.075,0.089
N2437,rAjya->rAj,-,L1,0.788,0.018000000000000002
N2436,vyaNgya->vyaNga,-,L2,0.074,0.074
N2435,avIrya->avIrA,-,L1,0.076,0.075
N2434,avIrya->avIra,-,L1,0.076,0.075
N2236,avaDya->avaDi,-,L2,0.075,0.076
N2509,aBAgya->aBAgI,-,L1,0.076,0.069
N2508,aBAgya->aBAga,-,L1,0.075,0.069
N2507,asaMskArya->asaMskAra,-,L1,0.078,0.07
N2506,halya->hala,L2,L1,0.075,0.07100000000000001
N2505,apakftya->apakf,-,L1,0.076,0.069
N2504,vEraktya->virakta,L2,L2,0.076,0.084
N2503,nirvIrya->nirvIrA,-,L1,0.068,0.057
N2502,nirvIrya->nirvIra,-,L1,0.076,0.07
N2501,sAmanasya->samanas,-,L2,0.075,0.085
N2500,sAmanasya->sAmanasI,-,L2,0.075,0.079
N2727,vEPalya->viPalI,-,L2,0.073,0.084
N2726,vEPalya->viPalA,-,L2,0.073,0.084
N2725,vEPalya->viPala,-,L2,0.038,0.586
N2724,tArya->tarI,-,L2,0.07200000000000001,0.083
N2723,tArya->tari,-,L2,0.074,0.089
N2722,tArya->tarA,-,L2,0.07200000000000001,0.083
N2721,tArya->tArA,-,L2,0.066,0.067
N2720,tArya->tara,-,L2,0.07200000000000001,0.083
N2729,kUpya->kUpa,-,L1,0.075,0.07100000000000001
N2728,vEPalya->viPal,-,L2,0.07100000000000001,0.082
N2199,cAturya->catur,-,L2,0.075,0.091
N1807,vErAgya->vErAga,-,L2,0.076,0.077
N1806,vaRijya->vaRijA,-,L1,0.076,0.07200000000000001
N1805,vaRijya->vaRija,-,L1,0.076,0.07200000000000001
N1804,vaRijya->vaRij,L2,L1,0.075,0.075
N1803,sAhacarya->sahacarI,-,L2,0.076,0.08700000000000001
N1802,sAhacarya->sAhacara,-,L2,0.076,0.08
N1801,sAhacarya->sahacara,L2,L2,0.076,0.085
N1800,ASmaraTya->ASmaraTa,-,L2,0.075,0.08
N1809,vErAgya->vErAgI,-,L2,0.067,0.067
N1808,vErAgya->virAga,-,L2,0.076,0.085
N3089,sOrAjya->surAji,-,L2,0.067,0.08
N3088,sOrAjya->surAjya,-,L2,0.075,0.083
N1524,pracCAya->pracCA,-,L2,0.075,0.075
N1948,grAhya->grAha,-,L2,0.074,0.076
N1544,bAhulya->bahulI,-,L2,0.075,0.088
N1525,vElakzaRya->vilakzaRa,-,L2,0.075,0.091
N1942,Alaya->Ala,-,L2,0.074,0.075
N1943,Alaya->ala,-,L2,0.073,0.08600000000000001
N1940,padmakAdya->padmakAdi,-,L1,0.075,0.068
N1941,vEqUrya->viqUra,-,L2,0.075,0.085
N1946,DOmya->DUma,-,L2,0.076,0.08700000000000001
N1526,SArkarAkzya->SArkarAkza,-,L2,0.075,0.083
N1944,suvicArya->suvicAra,-,L1,0.077,0.07
N1945,DOmya->Duma,-,L2,0.073,0.084
N818,SvEtrya->SvEtra,-,L2,0.074,0.08
N819,SvEtrya->Svetra,-,L2,0.074,0.088
N1527,SArkarAkzya->SarkarAkza,-,L2,0.075,0.088
N810,pESunya->pESuna,-,L2,0.075,0.08
N811,pESunya->piSuna,-,L2,0.074,0.088
N812,pESunya->piSunA,-,L2,0.065,0.08
N813,kArzya->kArza,-,L2,0.075,0.08
N814,kArzya->karza,-,L2,0.074,0.08700000000000001
N815,kArzya->kArzi,-,L2,0.067,0.068
N816,kArzya->karzi,-,L2,0.074,0.08700000000000001
N817,SvEtrya->Svitra,L2,L2,0.074,0.085
N2859,pArASarya->pArASari,-,L2,0.075,0.08
N1545,valaya->vala,-,L1,0.073,0.066
N1522,hArya->hArI,-,L2,0.066,0.068
N1990,paSupAlya->paSupAla,-,L2,0.076,0.078
N2851,manya->manA,-,L1,0.075,0.075
N2850,manya->mana,-,L1,0.075,0.074
N2853,guhya->guh,-,L1,0.9590000000000001,0.002
N1523,hArya->harI,-,L2,0.074,0.088
N2855,guhya->guhA,-,L1,0.064,0.053
N1993,kArzRya->kArzRi,-,L2,0.067,0.07
N2857,pArASarya->parASara,-,L2,0.05,0.445
N2856,kOtuhalya->kutuhala,-,L2,0.049,0.462
N1490,apyaya->apya,-,L1,0.074,0.067
N1397,mAnya->mAn,-,L1,0.9460000000000001,0.004
N1492,vElakzya->vilakz,-,L2,0.076,0.088
N1493,Ahvaya->Ahva,-,L2,0.075,0.081
N1494,sAjya->sAja,-,L2,0.074,0.076
N1495,sAjya->sAjI,-,L2,0.066,0.067
N1496,sAjya->saj,-,L2,0.076,0.088
N1396,apatya->apa,-,L1,0.076,0.075
N1498,dEvatya->devatA,L2,L2,0.075,0.08600000000000001
N1499,dEvatya->dEva,-,L2,0.074,0.081
N1395,saMvedya->saMveda,-,L1,0.075,0.067
N1994,kArzRya->kArzRI,-,L2,0.067,0.069
N1700,mahayya->mahay,-,L2,0.075,0.076
N1701,acikitsya->acikitsA,-,L2,0.076,0.077
N1702,pOzkalya->puzkala,L2,L2,0.075,0.08700000000000001
N1394,prAduzya->prAdus,L2,L2,0.068,0.069
N1704,somya->somA,-,L1,0.069,0.061
N1705,asaBya->asaBa,-,L2,0.076,0.076
N1706,nadya->nada,-,L2,0.076,0.079
N1707,nadya->nadi,-,L2,0.076,0.079
N1708,nadya->nadI,-,L2,0.076,0.079
N1393,dvEDya->dveDI,-,L2,0.062,0.077
N1996,pASikya->pASika,-,L2,0.073,0.075
N1392,dvEDya->dvEDI,-,L2,0.063,0.065
N1391,dvEDya->dveDA,-,L2,0.062,0.077
N1390,dvEDya->dviDa,-,L2,0.073,0.084
N1128,Irzya->IrzA,-,L1,0.066,0.057
N1129,Irzya->Irz,-,L1,0.067,0.056
N1628,rAjasUya->rAjasU,-,L2,0.076,0.079
N1120,sadya->sadi,-,L1,0.073,0.066
N1121,sadya->sad,-,L1,0.074,0.066
N1122,BrAtrya->BrAtf,L2,L2,0.064,0.066
N1123,BrAtrya->BrAtra,-,L2,0.07200000000000001,0.074
N1124,nAsikya->nAsika,-,L2,0.073,0.075
N1125,nAsikya->nAsikA,-,L2,0.069,0.07200000000000001
N1126,dvaya->dva,-,L2,0.075,0.078
N1127,asamIkzya->asamIkzA,-,L2,0.076,0.077
N2989,ABimuKya->aBimuKa,-,L2,0.039,0.5660000000000001
N2988,nErAtmya->nErAtma,-,L2,0.074,0.076
N3029,vARijya->vaRij,-,L2,0.05,0.44
N3028,AmAnasya->amAnasa,-,L2,0.049,0.46
N2983,pASya->paS,-,L1,0.436,0.055
N2982,vESadya->viSadA,-,L2,0.073,0.085
N2981,vESadya->viSada,-,L2,0.049,0.443
N2980,adya->adi,-,L1,0.075,0.074
N2987,niSITya->niSITa,-,L2,0.039,0.5710000000000001
N2986,pArihArya->parihAra,-,L2,0.077,0.088
N2985,pASya->pASI,-,L2,0.063,0.065
N2984,pASya->pASa,-,L2,0.048,0.455
N524,vAcya->vaci,-,L2,0.073,0.08700000000000001
N525,vAcya->vAcI,-,L2,0.063,0.065
N526,vAcya->vAc,-,L2,0.064,0.066
N527,pAripUrRya->paripUrRa,-,L2,0.075,0.09
N520,vAcya->vAca,-,L2,0.074,0.08
N521,vAcya->vaca,-,L2,0.074,0.08700000000000001
N522,vAcya->vAcA,-,L2,0.063,0.065
N523,vAcya->vacA,-,L2,0.074,0.08700000000000001
N1014,nErujya->nIruj,-,L2,0.065,0.079
N1015,OpakArya->upakAra,-,L2,0.076,0.08700000000000001
N1016,OpakArya->upakArI,-,L2,0.076,0.08700000000000001
N1017,agniveSya->agniveSa,-,L1,0.075,0.07200000000000001
N528,mAlya->mal,L1,L2,0.074,0.08600000000000001
N529,mAlya->mAla,-,L2,0.076,0.082
N1012,nErujya->niruja,-,L2,0.075,0.08700000000000001
N1013,nErujya->nIruja,-,L2,0.075,0.08700000000000001
N1234,paTya->paTi,-,L2,0.074,0.075
N1235,paTya->paTI,-,L2,0.075,0.075
N1236,paTya->paT,-,L2,0.075,0.075
N1237,kOlInya->kulIna,L2,L2,0.075,0.08700000000000001
N1230,prAgalBya->prAgalBI,-,L2,0.075,0.079
N1231,prAgalBya->pragalB,-,L2,0.074,0.08700000000000001
N1232,paTya->paTin,L2,L1,0.074,0.074
N1233,paTya->paTa,-,L2,0.075,0.075
N1238,BUmya->BUma,-,L2,0.074,0.075
N1239,BUmya->BUmi,-,L1,0.063,0.053
N2526,devya->dev,-,L1,0.066,0.054
N438,mAGya->mAGa,-,L2,0.075,0.078
N439,mAGya->maGa,-,L2,0.073,0.084
N436,sADya->saDi,-,L2,0.074,0.084
N437,sADya->saDI,-,L2,0.074,0.084
N434,sADya->sADa,-,L2,0.074,0.077
N435,sADya->saDa,-,L2,0.074,0.084
N432,sumaNgalya->sumaNgalA,-,L1,0.078,0.077
N433,sADya->sAD,L2,L2,0.067,0.067
N430,gAyatrya->gAyatrI,-,L2,0.075,0.08
N431,sumaNgalya->sumaNgala,-,L1,0.076,0.076
N2864,udaya->uda,-,L1,0.074,0.07100000000000001
N2481,vEzwamBya->vizwamB,-,L2,0.073,0.08600000000000001
N2865,sOkzmya->sUkzma,-,L2,0.05,0.444
N1967,dAkzya->dakza,L2,L2,0.074,0.084
N2868,sOkzmya->sUkzmA,-,L2,0.066,0.078
N2869,sOkzmya->sUkzmI,-,L2,0.066,0.078
N3082,mImAMsya->mImAMs,-,L1,0.066,0.056
N1960,madya->madA,-,L1,0.075,0.07100000000000001
N1961,madya->madi,-,L1,0.074,0.07100000000000001
N3060,vAllaBya->vallaBA,-,L2,0.074,0.085
N2464,durlaBya->durlaBa,-,L1,0.077,0.077
N3065,kOrmya->kUrma,-,L2,0.073,0.084
N2465,durlaBya->durlaBA,-,L1,0.077,0.075
N3064,kOrmya->kOrma,-,L2,0.074,0.076
N2466,vESAKya->vESAKa,-,L2,0.075,0.081
N2467,vESAKya->viSAKa,-,L2,0.074,0.08600000000000001
N238,sTOlya->sTUlI,-,L2,0.066,0.08
N239,sTOlya->sTUl,-,L2,0.067,0.081
N234,durvAcya->durvAc,-,L1,0.068,0.059000000000000004
N235,sTOlya->sTUla,L2,L2,0.075,0.084
N236,sTOlya->sTOla,-,L2,0.075,0.081
N237,sTOlya->sTUlA,-,L2,0.066,0.08
N230,hfdayeSaya->hfdayeSa,-,L1,0.076,0.07200000000000001
N231,prAtiveSya->prativeSa,L2,L2,0.076,0.08600000000000001
N232,prAtiveSya->prativeSI,-,L2,0.076,0.08700000000000001
N233,durvAcya->durvAca,-,L1,0.077,0.073
N3068,SAkalya->SAkala,-,L2,0.075,0.079
N2462,varya->varA,-,L1,0.076,0.073
N2228,sAkalya->sAkala,-,L2,0.076,0.078
N2229,sAkalya->sakalA,-,L2,0.076,0.08600000000000001
N2226,DAvalya->Davala,L2,L2,0.075,0.08600000000000001
N2227,sAkalya->sakala,L2,L2,0.076,0.084
N2224,gajAhvaya->gajAhva,-,L1,0.076,0.07
N2225,OpasTya->upasTa,L2,L2,0.075,0.084
N2222,dUzya->dUzi,-,L1,0.063,0.054
N2223,dUzya->dUzI,-,L1,0.064,0.053
N2220,dUzya->dUz,L2,L1,0.065,0.053
N2221,dUzya->dUza,-,L1,0.074,0.07
N1,sayUTya->sayUTa,L2,L1,0.076,0.075
N146,kuqya->kuqi,-,L1,0.065,0.054
N147,kuqya->kuqI,-,L1,0.066,0.053
N144,pratiSyAya->pratiSyA,-,L1,0.076,0.075
N145,aBiramya->aBiram,-,L1,0.076,0.073
N142,pOruzya->pOruzI,-,L2,0.068,0.068
N143,svArasya->svarasa,L2,L2,0.076,0.085
N140,pOruzya->puruza,-,L2,0.075,0.08700000000000001
N141,pOruzya->pUruza,-,L2,0.075,0.08700000000000001
N2468,vESAKya->vESAKA,-,L2,0.065,0.066
N148,kuqya->kuq,-,L1,0.067,0.053
N149,pEMqikya->piMqa,L2,L2,0.074,0.084
N2088,rOcya->rocI,-,L2,0.065,0.078
N2089,rOcya->roc,-,L2,0.066,0.079
N2082,rOcya->ruc,-,L1,0.756,0.023
N2083,rOcya->ruca,-,L2,0.077,0.09
N2080,sOraBya->sOraBI,-,L2,0.076,0.079
N2081,sOraBya->suraBI,-,L2,0.076,0.08600000000000001
N2086,rOcya->roci,-,L2,0.064,0.078
N2087,rOcya->rucI,-,L2,0.066,0.079
N2084,rOcya->roca,-,L2,0.074,0.089
N2085,rOcya->ruci,-,L2,0.066,0.079
N2538,kOSalya->kuSalA,-,L2,0.075,0.08700000000000001
N2539,kOSalya->kOSali,-,L2,0.075,0.08
N2532,dAridrya->daridrA,-,L2,0.075,0.08700000000000001
N2533,dAridrya->daridrI,-,L2,0.075,0.08700000000000001
N2530,dAridrya->daridra,L2,L2,0.075,0.085
N2531,dAridrya->dAridra,-,L2,0.075,0.079
N2536,kOSalya->kOSala,-,L2,0.075,0.079
N2537,kOSalya->koSala,-,L2,0.075,0.08700000000000001
N2534,pEcCilya->picCila,-,L2,0.074,0.08700000000000001
N2535,pEcCilya->picCilA,-,L2,0.064,0.079
N2712,tEmirya->tEmira,-,L2,0.075,0.079
N2713,tEmirya->timira,-,L2,0.075,0.089
N2710,mUrCAya->mUrCA,-,L1,0.067,0.057
N2711,saBAgya->saBAga,-,L1,0.076,0.07200000000000001
N2716,Opamya->upamA,-,L2,0.041,0.545
N2717,Opamya->upama,-,L2,0.073,0.085
N2714,tEmirya->timirA,-,L2,0.066,0.08
N2715,tEmirya->timiri,-,L2,0.066,0.08
N2718,Opamya->upami,-,L2,0.07200000000000001,0.085
N2719,tArya->tAra,-,L2,0.073,0.077
N1832,lakzaRya->lakzaRA,-,L1,0.075,0.068
N1833,vEmanasya->vimanas,L2,L2,0.075,0.083
N1830,vEdUrya->vidUra,L2,L2,0.075,0.083
N1831,lakzaRya->lakzaRa,-,L1,0.075,0.068
N1836,vedya->vedi,-,L1,0.064,0.055
N1837,vedya->vedI,-,L1,0.064,0.054
N1834,vedya->veda,-,L1,0.075,0.073
N1835,vedya->vedA,-,L1,0.065,0.055
N3090,sOrAjya->surAj,-,L2,0.067,0.079
N1838,DizRya->DizRi,-,L1,0.063,0.052000000000000005
N1839,DizRya->DizRI,-,L1,0.063,0.052000000000000005
N3075,nEzkarmya->nizkarma,-,L2,0.076,0.085
N2154,SItapAkya->SItapAkI,-,L1,0.076,0.07200000000000001
N2155,sOndarya->sundara,L2,L2,0.076,0.084
N939,Iqya->Iqa,-,L1,0.075,0.07100000000000001
N938,siDya->siD,L2,L1,0.068,0.058
N2150,aviSvAsya->aviSvAsI,-,L1,0.076,0.074
N2151,ananya->anana,-,L1,0.075,0.073
N2152,ABIkzRya->ABIkzRa,-,L2,0.075,0.079
N2153,ABIkzRya->aBIkzRa,-,L2,0.075,0.08600000000000001
N933,Ojjvalya->ujjvalA,-,L2,0.075,0.085
N932,Ojjvalya->ujjvala,L2,L2,0.075,0.084
N931,vEpulya->vipulA,-,L2,0.065,0.079
N930,vEpulya->vipula,L2,L2,0.075,0.084
N937,vArzikya->vArzikI,-,L2,0.068,0.069
N936,vArzikya->varzika,-,L2,0.076,0.08700000000000001
N935,vArzikya->vArzika,-,L2,0.076,0.078
N934,Ojjvalya->ujjval,-,L2,0.074,0.084
N3091,vitaTya->vitaTa,-,L1,0.074,0.07100000000000001
N1955,sArvajanya->sarvajana,-,L2,0.076,0.085
N1954,trisaMDya->trisaMDI,-,L1,0.076,0.07
N1957,vyAya->vyA,-,L2,0.064,0.065
N1956,amAnya->amAna,-,L1,0.076,0.07200000000000001
