Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N229,kOlInya->kulIna,L2,L2,0.131,0.77
N228,paTya->paTin,L2,L2,0.178,0.729
N227,prAgalBya->pragalBa,L2,L2,0.141,0.78
N226,vEkftya->vikfta,L2,L2,0.135,0.777
N225,vIjya->vIja,-,L2,0.033,0.945
N224,vEDarmya->viDarma,-,L2,0.052,0.921
N223,rAjanya->rAjan,L2,L2,0.155,0.763
N222,Astikya->Astika,L2,L2,0.159,0.758
N221,pakzya->pakza,-,L2,0.052,0.922
N220,sakulya->sakula,-,L2,0.033,0.945
N391,DAvalya->Davala,L2,L2,0.131,0.77
N390,OpasTya->upasTa,L2,L2,0.147,0.773
N151,dOrmanasya->durmanas,L2,L2,0.138,0.779
N150,mUlya->mUla,L2,L2,0.175,0.737
N153,Avantya->avanti,-,L2,0.045,0.929
N152,SvEtrya->Svitra,L2,L2,0.139,0.778
N155,kORya->kuR,L1,L2,0.126,0.766
N154,pArzadya->parzad,L2,L2,0.143,0.777
N157,BOjya->Buj,L1,L2,0.126,0.767
N156,Ayuzya->Ayus,-,L2,0.014,0.97
N159,vEdeSya->videSa,-,L2,0.052,0.921
N158,nawaya->naw,L2,L2,0.186,0.72
N399,vEyaDikaraRya->vyaDikaraRa,L2,L2,0.184,0.722
N398,mOlya->mUl,L1,L2,0.127,0.767
N48,paRya->paR,L2,L2,0.184,0.722
N49,kvatya->kvatyap,-,L2,0.053,0.92
N46,Edamparya->idampara,-,L2,0.058,0.913
N47,paRya->paRa,-,L1,0.7,0.272
N44,pEtfmatya->pitfmatI,-,L2,0.053,0.919
N45,sAhitya->sahita,L2,L2,0.142,0.78
N42,vaSya->vaS,-,L1,0.717,0.256
N43,mADya->mAGa,L2,L2,0.155,0.762
N40,vahya->vah,L1,L2,0.183,0.722
N41,vAdya->vad,-,L2,0.008,0.976
N5,carya->car,-,L1,0.695,0.277
N489,brAhmya->brahman,-,L2,0.056,0.916
N488,vizya->viza,L2,L2,0.175,0.736
N487,DOrtya->DUrta,L2,L2,0.14,0.781
N486,vEPalya->viPala,-,L2,0.056,0.915
N485,Opamya->upamA,L2,L2,0.144,0.777
N484,prAgya->prAgra,-,L2,0.059,0.911
N483,dvEviDya->dviviDa,-,L2,0.056,0.915
N482,prAya->prA,L1,L2,0.154,0.738
N481,pAripAwya->paripAwI,L2,L2,0.141,0.782
N480,nEzWurya->nizWura,-,L2,0.04,0.936
N472,vArdDuzya->vArdDuzi,L2,L2,0.154,0.732
N473,AnuguRya->anuguRa,L2,L2,0.128,0.771
N470,pAramparya->paramparA,L2,L2,0.134,0.771
N471,pOrohitya->purohita,-,L2,0.012,0.972
N476,sArupya->sarupa,L2,L2,0.14,0.778
N477,dOrvacasya->durvacas,-,L2,0.05,0.923
N474,nEyatya->niyata,-,L2,0.048,0.925
N475,klEvya->klIva,-,L2,0.048,0.926
N478,EkAtmya->ekAtman,L2,L2,0.135,0.779
N479,dOrjIvitya->durjIvita,L2,L2,0.134,0.781
